unnamed:_0,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
9734,zn47335,california,10357.51422,no,extended,college,2011-02-16,employed,m,68309,rural,divorced,131,15.149070740488469,67,0.384256105867471,9,corporate auto,corporate l3,offer1,web,306.983596,suv,small,a,2
9735,ws24655,oregon,29676.81386,no,premium,college,2011-02-10,employed,f,33992,suburban,single,194,15.0,46,1.0,2,personal auto,personal l3,offer1,call center,931.2,suv,medsize,a,2
9736,qr88427,nevada,4363.1982,no,basic,bachelor,2011-01-31,unemployed,f,0,suburban,single,63,13.0,49,0.0,7,personal auto,personal l3,offer1,agent,302.4,four-door car,small,a,1
9737,cv75841,california,4369.496687,no,premium,college,2011-01-25,employed,m,97321,rural,single,110,35.0,46,0.0,1,personal auto,personal l2,offer1,agent,74.744643,four-door car,medsize,a,1
9738,bv55733,nevada,10852.95712,no,extended,college,2011-01-26,employed,m,67696,rural,married,97,11.0,51,5.0,2,corporate auto,corporate l3,offer4,branch,17.479575,four-door car,medsize,a,1
9739,yk23193,nevada,6057.07208,yes,extended,bachelor,2011-02-14,retired,m,27681,suburban,married,83,13.0,62,0.0,9,personal auto,personal l3,offer2,agent,398.4,two-door car,medsize,a,2
9740,qi11566,oregon,2534.990075,no,basic,bachelor,2011-02-28,disabled,f,25163,suburban,married,67,32.0,18,0.0,1,corporate auto,corporate l2,offer2,branch,321.6,two-door car,small,a,2
9741,ek59571,oregon,3885.456401,yes,premium,college,2011-02-28,unemployed,m,0,suburban,married,105,3.0,92,0.0,1,corporate auto,corporate l2,offer1,branch,504.0,four-door car,large,a,2
9742,dp39365,california,8798.797003,no,premium,master,2011-02-06,employed,m,77026,urban,married,110,9.0,82,2.0,3,corporate auto,corporate l1,offer2,agent,472.029737,four-door car,medsize,a,2
9743,fo13070,california,5780.182197,yes,basic,high school or below,2011-02-26,employed,m,51066,suburban,single,74,23.0,0,0.0,8,personal auto,personal l2,offer2,call center,787.993313,four-door car,medsize,a,2
9744,mu88116,oregon,4582.67415,no,basic,master,2011-01-28,employed,f,69085,urban,married,113,15.149070740488469,14,0.384256105867471,1,corporate auto,corporate l3,offer1,web,472.271907,sports car,medsize,a,1
9745,lf55270,oregon,10484.91535,yes,extended,college,2011-02-01,employed,f,61108,rural,divorced,89,22.0,93,0.0,2,personal auto,personal l2,offer2,agent,49.451117,four-door car,medsize,a,2
9746,vn37592,arizona,2860.864563,no,basic,high school or below,2011-02-07,employed,m,50332,suburban,married,72,2.0,11,0.0,1,personal auto,personal l3,offer2,branch,345.6,four-door car,large,a,2
9747,ww30771,arizona,2673.319593,no,basic,master,2011-02-13,employed,m,28728,suburban,married,67,8.0,10,0.0,1,personal auto,personal l3,offer4,branch,321.6,four-door car,medsize,a,2
9748,fs29897,oregon,2144.921535,no,basic,high school or below,2011-01-06,unemployed,f,0,suburban,single,61,34.0,35,1.0,1,personal auto,personal l1,offer2,agent,292.8,four-door car,medsize,a,1
9749,jt41591,washington,2705.987629,no,extended,college,2011-02-14,unemployed,m,0,suburban,single,83,15.0,85,1.0,1,personal auto,personal l1,offer1,agent,398.4,four-door car,large,a,2
9750,wv39838,arizona,2436.839358,no,basic,college,2011-02-08,unemployed,f,0,rural,married,65,15.149070740488469,84,0.384256105867471,1,personal auto,personal l3,offer2,branch,149.241472,two-door car,large,a,2
9751,fa39525,oregon,4901.892602,no,basic,high school or below,2011-01-25,employed,m,72859,rural,divorced,61,6.0,5,0.0,9,personal auto,personal l3,offer3,agent,49.961074,two-door car,medsize,a,1
9752,cq19667,oregon,4257.477861,no,premium,bachelor,2011-01-06,employed,f,49853,suburban,single,109,17.0,47,0.0,1,personal auto,personal l3,offer1,branch,679.534284,four-door car,medsize,a,1
9753,mr60878,oregon,15762.53198,no,basic,bachelor,2011-02-15,employed,f,44362,rural,married,66,15.149070740488469,75,0.384256105867471,2,corporate auto,corporate l3,offer2,call center,142.113373,four-door car,small,a,2
9754,bw51534,california,8364.502793,no,basic,high school or below,2011-01-16,unemployed,f,0,suburban,married,110,7.0,40,0.0,5,corporate auto,corporate l2,offer1,branch,528.0,suv,small,a,1
9755,wo42164,oregon,6465.223746,no,extended,high school or below,2011-02-07,unemployed,m,0,suburban,single,92,9.0,24,0.0,3,personal auto,personal l3,offer1,call center,662.4,four-door car,medsize,a,2
9756,qi37869,california,7572.237727,no,premium,college,2011-02-02,disabled,m,12876,urban,married,107,15.149070740488469,90,0.384256105867471,3,corporate auto,corporate l3,offer1,call center,425.964628,four-door car,large,a,2
9757,ap27994,oregon,4372.490855,no,basic,high school or below,2011-02-01,disabled,f,23124,suburban,married,112,15.149070740488469,59,0.384256105867471,1,special auto,special l2,offer3,agent,537.6,sports car,medsize,a,2
9758,cv86445,arizona,8139.525579,no,basic,high school or below,2011-01-12,employed,m,86876,rural,married,68,9.0,3,0.0,2,personal auto,personal l3,offer4,call center,118.810361,four-door car,medsize,a,1
9759,hd99234,oregon,10244.2435,no,extended,college,2011-02-19,unemployed,f,0,suburban,single,94,23.0,34,0.0,2,personal auto,personal l1,offer3,agent,451.2,four-door car,medsize,a,2
9760,bt76268,california,5878.199296,no,basic,college,2011-01-15,employed,f,22061,suburban,married,74,25.0,25,0.0,8,personal auto,personal l2,offer2,branch,355.2,four-door car,medsize,a,1
9761,qb14087,california,4869.282783,no,basic,college,2011-01-19,employed,f,44934,suburban,married,61,9.0,60,0.0,4,personal auto,personal l1,offer1,agent,357.926979,four-door car,medsize,a,1
9762,we60408,arizona,4339.871053,no,basic,college,2011-01-02,employed,f,91761,suburban,married,109,33.0,20,2.0,1,personal auto,personal l1,offer3,branch,779.052276,suv,medsize,a,1
9763,id40186,oregon,12904.94336,no,premium,bachelor,2011-02-27,employed,f,27778,suburban,divorced,109,30.0,14,0.0,2,personal auto,personal l3,offer1,agent,523.2,four-door car,large,a,2
9764,ge82737,california,5337.352409,no,extended,bachelor,2011-02-14,unemployed,f,0,suburban,single,86,19.0,93,3.0,5,personal auto,personal l3,offer1,agent,619.2,four-door car,medsize,a,2
9765,vu84949,washington,5292.632491,no,basic,bachelor,2011-01-20,unemployed,f,0,suburban,married,70,13.0,8,0.0,3,personal auto,personal l2,offer1,branch,336.0,two-door car,medsize,a,1
9766,yn17362,california,2496.766693,no,basic,college,2011-02-13,unemployed,m,0,suburban,single,73,13.0,33,0.0,1,corporate auto,corporate l3,offer1,agent,350.4,two-door car,medsize,a,2
9767,xz62430,arizona,6057.07208,yes,extended,bachelor,2011-02-14,retired,m,27681,suburban,married,83,13.0,62,0.0,9,personal auto,personal l3,offer2,agent,398.4,two-door car,medsize,a,2
9768,dp50922,california,12663.99057,no,basic,high school or below,2011-02-05,employed,m,72109,suburban,married,105,31.0,34,0.0,2,personal auto,personal l3,offer2,web,504.0,sports car,medsize,a,2
9769,js19054,oregon,3339.299496,no,extended,bachelor,2011-01-09,employed,f,38821,suburban,single,87,14.0,64,0.0,1,personal auto,personal l3,offer1,agent,488.84232,two-door car,small,a,1
9770,ek19337,oregon,3040.253837,no,extended,high school or below,2011-01-31,unemployed,f,0,suburban,single,83,30.0,44,0.0,1,personal auto,personal l3,offer1,agent,989.105367,four-door car,small,a,1
9771,sr53077,nevada,2601.810999,no,basic,high school or below,2011-02-13,employed,f,57231,urban,married,65,35.0,37,0.0,1,personal auto,personal l3,offer2,branch,305.117221,four-door car,medsize,a,2
9772,tc14209,arizona,9095.744565,no,extended,high school or below,2011-01-15,unemployed,f,0,suburban,single,128,5.0,76,0.0,8,personal auto,personal l2,offer1,agent,921.6,suv,medsize,a,1
9773,ea25683,washington,7778.532347,no,basic,high school or below,2011-01-07,employed,m,63786,urban,single,196,30.0,81,0.0,1,corporate auto,corporate l3,offer1,branch,798.002689,luxury suv,medsize,a,1
9774,de21533,california,5473.15987,no,basic,bachelor,2011-02-02,employed,m,93870,suburban,divorced,69,1.0,96,0.0,8,personal auto,personal l2,offer1,call center,331.2,four-door car,medsize,a,2
9775,sk46419,california,4072.849436,no,basic,high school or below,2011-01-31,employed,m,96443,suburban,single,102,1.0,17,0.0,1,personal auto,personal l3,offer4,branch,489.6,suv,medsize,a,1
9776,aq70619,california,13046.65319,no,basic,high school or below,2011-01-08,employed,m,71024,urban,married,65,26.0,96,1.0,2,corporate auto,corporate l3,offer1,agent,266.640638,four-door car,medsize,a,1
9777,uf27940,washington,3863.309585,no,basic,college,2011-01-17,employed,f,47199,suburban,married,100,3.0,65,3.0,1,corporate auto,corporate l3,offer2,call center,480.0,suv,medsize,a,1
9778,uz95992,california,4376.363592,yes,premium,bachelor,2011-02-28,employed,f,63774,rural,divorced,111,18.0,63,0.0,1,personal auto,personal l3,offer2,agent,60.036683,four-door car,medsize,a,2
9779,js90115,nevada,19597.05706,no,basic,high school or below,2011-01-09,employed,f,64559,rural,divorced,62,31.0,90,0.0,2,personal auto,personal l3,offer3,agent,107.538749,four-door car,medsize,a,1
9780,bm83544,arizona,7439.978924,no,basic,bachelor,2011-01-25,unemployed,f,0,suburban,single,108,2.0,94,0.0,5,personal auto,personal l2,offer2,agent,518.4,suv,medsize,a,1
9781,rb50392,washington,7838.068321,no,basic,master,2011-02-17,unemployed,f,0,rural,married,69,9.0,12,0.0,2,personal auto,personal l1,offer2,agent,2.704934,four-door car,medsize,a,2
9782,wn59735,california,2621.116054,no,basic,college,2011-01-17,employed,f,26477,rural,married,66,18.0,37,0.0,1,personal auto,personal l1,offer2,branch,144.987956,four-door car,medsize,a,1
9783,mf41879,oregon,8215.388242,no,basic,doctor,2011-02-06,unemployed,m,0,suburban,married,110,10.0,32,0.0,7,personal auto,personal l2,offer2,web,601.021286,suv,small,a,2
9784,ra66180,washington,2764.032126,no,basic,high school or below,2011-01-10,employed,f,33837,urban,married,72,15.149070740488469,54,0.384256105867471,1,corporate auto,corporate l2,offer1,branch,305.575785,two-door car,medsize,a,1
9785,dj71217,washington,21561.71277,no,basic,college,2011-01-28,unemployed,m,0,suburban,single,110,11.0,59,0.0,2,personal auto,personal l2,offer3,branch,792.0,suv,medsize,a,1
9786,il32727,california,4443.631711,no,extended,high school or below,2011-02-24,unemployed,f,0,suburban,married,121,7.0,69,0.0,1,personal auto,personal l2,offer1,agent,644.269611,suv,medsize,a,2
9787,tj76363,arizona,10629.21789,no,extended,doctor,2011-01-29,employed,f,36495,rural,married,133,14.0,97,1.0,3,corporate auto,corporate l3,offer2,agent,229.930796,suv,medsize,a,1
9788,vy76337,washington,5112.104787,no,basic,high school or below,2011-01-20,disabled,m,15131,suburban,married,67,14.0,13,0.0,9,personal auto,personal l3,offer1,agent,321.6,four-door car,large,a,1
9789,rr74547,california,2878.846941,no,extended,high school or below,2011-02-23,unemployed,m,0,suburban,single,85,33.0,69,0.0,1,personal auto,personal l3,offer3,call center,612.0,four-door car,large,a,2
9790,of38237,california,4878.829713,no,basic,doctor,2011-02-28,disabled,f,29950,suburban,married,61,0.0,76,0.0,4,personal auto,personal l1,offer1,call center,292.8,four-door car,medsize,a,2
9791,mm62953,arizona,5619.849825,no,basic,high school or below,2011-02-16,employed,m,66620,suburban,married,70,13.0,75,0.0,7,personal auto,personal l3,offer3,agent,336.0,four-door car,medsize,a,2
9792,lm86393,oregon,2828.095211,no,basic,high school or below,2011-01-19,employed,f,98680,suburban,single,72,27.0,38,2.0,1,personal auto,personal l3,offer2,call center,345.6,four-door car,medsize,a,1
9793,ys71471,arizona,2685.738737,no,basic,high school or below,2011-01-03,employed,m,45754,suburban,divorced,69,34.0,88,0.0,1,personal auto,personal l3,offer2,web,333.189774,two-door car,medsize,a,1
9794,gs76685,california,10408.96865,yes,basic,high school or below,2011-02-18,retired,m,20228,suburban,divorced,101,3.0,43,1.0,2,corporate auto,corporate l3,offer1,branch,523.815839,suv,medsize,a,2
9795,qa87025,oregon,5670.442396,no,basic,bachelor,2011-01-31,employed,f,28406,urban,married,72,16.0,35,1.0,4,personal auto,personal l3,offer1,call center,192.87572,four-door car,medsize,a,1
9796,yq95507,oregon,2535.223185,no,basic,high school or below,2011-02-26,employed,f,69259,suburban,divorced,63,3.0,30,0.0,1,personal auto,personal l3,offer3,call center,362.51794,four-door car,small,a,2
9797,ku59569,california,7714.623619,no,basic,college,2011-02-25,unemployed,f,0,suburban,single,106,3.0,90,0.0,8,personal auto,personal l3,offer2,agent,763.2,sports car,medsize,a,2
9798,yo29244,oregon,7995.41091,no,basic,bachelor,2011-01-31,employed,f,25239,rural,divorced,100,30.0,59,0.0,7,personal auto,personal l3,offer3,branch,150.96491,suv,medsize,a,1
9799,mw80236,california,7919.832069,no,basic,master,2011-02-21,unemployed,m,0,suburban,married,70,13.0,18,0.0,2,personal auto,personal l1,offer1,agent,336.0,four-door car,medsize,a,2
9800,fy77803,california,10129.50677,no,basic,high school or below,2011-01-11,unemployed,f,0,suburban,married,68,34.0,31,0.0,2,corporate auto,corporate l1,offer4,call center,326.4,four-door car,medsize,a,1
9801,ey83434,washington,22029.1505,no,extended,high school or below,2011-01-22,unemployed,m,0,suburban,married,121,27.0,58,0.0,2,personal auto,personal l3,offer2,branch,580.8,suv,large,a,1
9802,ew15755,california,9880.097141,no,extended,master,2011-01-08,employed,f,62326,rural,married,122,8.0,53,0.0,8,personal auto,personal l1,offer1,agent,96.00936,suv,medsize,a,1
9803,hs97484,california,32437.0535,no,extended,college,2011-02-03,unemployed,f,0,suburban,divorced,99,15.0,85,0.0,2,personal auto,personal l3,offer1,call center,475.2,four-door car,medsize,a,2
9804,ix67925,california,2344.233188,no,basic,bachelor,2011-02-16,unemployed,m,0,suburban,single,74,13.0,42,1.0,1,personal auto,personal l2,offer4,branch,532.8,four-door car,medsize,a,2
9805,nn76284,california,2417.763236,no,basic,college,2011-02-02,unemployed,f,0,suburban,married,65,16.0,90,0.0,1,corporate auto,corporate l2,offer1,branch,468.0,four-door car,medsize,a,2
9806,dk92014,arizona,4254.620669,yes,basic,high school or below,2011-02-03,disabled,f,11904,suburban,single,61,34.0,11,2.0,3,personal auto,personal l3,offer1,web,292.8,two-door car,small,a,2
9807,iv94496,nevada,43217.21611,no,extended,high school or below,2011-01-27,employed,m,51504,suburban,single,220,30.0,99,0.0,2,personal auto,personal l3,offer1,agent,2552.343856,luxury suv,medsize,a,1
9808,vw73816,oregon,9185.025301,no,basic,bachelor,2011-01-28,employed,m,73795,urban,married,116,1.0,77,1.0,3,personal auto,personal l3,offer1,agent,501.716934,suv,medsize,a,1
9809,cd14267,nevada,4235.183999,no,premium,college,2011-02-12,employed,m,60334,rural,married,106,5.0,67,0.0,1,corporate auto,corporate l3,offer2,web,111.164747,four-door car,large,a,2
9810,hm41195,arizona,5746.32619,no,extended,high school or below,2011-01-02,medical leave,m,22906,suburban,married,76,17.0,27,0.0,8,personal auto,personal l3,offer4,branch,519.883102,four-door car,large,a,1
9811,po98961,washington,6701.770088,no,extended,college,2011-02-19,medical leave,m,18400,suburban,married,89,26.0,52,0.0,8,corporate auto,corporate l3,offer2,agent,640.8,two-door car,small,a,2
9812,ul90124,oregon,5038.979968,no,extended,high school or below,2011-02-21,employed,f,72919,suburban,married,130,15.149070740488469,22,0.384256105867471,1,personal auto,personal l3,offer4,agent,936.0,suv,small,a,2
9813,gv71044,oregon,2433.024631,no,basic,college,2011-02-28,unemployed,f,0,suburban,single,66,12.0,71,0.0,1,personal auto,personal l3,offer1,agent,475.2,two-door car,medsize,a,2
9814,gu84478,oregon,4908.124429,no,basic,high school or below,2011-01-17,employed,m,48207,urban,married,63,28.0,85,2.0,8,personal auto,personal l1,offer3,branch,164.974886,four-door car,medsize,a,1
9815,sl50592,california,7835.683513,no,basic,high school or below,2011-01-22,unemployed,f,0,suburban,married,71,7.0,24,0.0,2,corporate auto,corporate l3,offer4,web,404.272806,four-door car,small,a,1
9816,tx98128,california,13864.38495,no,basic,college,2011-02-18,unemployed,f,0,suburban,single,74,4.0,12,4.0,2,personal auto,personal l1,offer1,agent,580.886785,four-door car,medsize,a,2
9817,mi99404,california,4650.063763,yes,basic,college,2011-01-10,retired,m,28215,suburban,single,65,15.0,26,0.0,3,personal auto,personal l3,offer1,agent,468.0,two-door car,medsize,a,1
9818,yi95434,california,2907.898828,no,basic,college,2011-02-17,employed,f,51020,suburban,divorced,73,16.0,88,0.0,1,personal auto,personal l3,offer2,branch,350.4,four-door car,medsize,a,2
9819,jf32940,oregon,15663.65604,no,extended,bachelor,2011-01-12,employed,f,31789,rural,married,130,11.0,65,0.0,2,personal auto,personal l2,offer2,agent,316.418786,suv,small,a,1
9820,ka32645,california,5770.684097,no,extended,college,2011-02-02,unemployed,m,0,suburban,single,83,21.0,67,0.0,8,personal auto,personal l2,offer1,branch,946.345269,four-door car,medsize,a,2
9821,fo33051,arizona,16355.31386,no,premium,college,2011-02-16,medical leave,m,29439,suburban,divorced,146,4.0,10,0.0,2,personal auto,personal l3,offer1,call center,700.8,suv,large,a,2
9822,cs29328,california,4875.31604,no,basic,bachelor,2011-02-04,disabled,m,10743,suburban,married,70,12.0,64,2.0,8,personal auto,personal l1,offer3,branch,336.0,two-door car,medsize,a,2
9823,sk58227,california,8879.790017,yes,basic,high school or below,2011-02-03,employed,f,52583,urban,single,113,12.0,59,0.0,7,personal auto,personal l2,offer1,agent,528.20086,suv,small,a,2
9824,lw11571,california,2690.069754,no,basic,bachelor,2011-02-07,employed,m,87313,suburban,divorced,67,4.0,5,0.0,1,personal auto,personal l1,offer2,agent,321.6,four-door car,small,a,2
9825,kf44948,california,20496.69426,no,basic,high school or below,2011-01-27,unemployed,f,0,suburban,single,64,10.0,72,0.0,2,personal auto,personal l2,offer1,branch,307.2,four-door car,medsize,a,1
